Basket Source,Basket Title,Course Code,Course Title,Course Type,Credits,Compulsory Course
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4015,Design and Engineering of Computer Systems,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4018,Cryptography and Network Security,OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4020,User-Centric Computing for Human-Computer Interaction,OC,2,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,ONL4021,Introduction to Large Language Models (LLMs),OC,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,PHY1002,Semiconductor Device Physics,TH,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,PHY1006,Physics of Materials,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,PHY2003,Condensed Matter Physics,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,PHY2004,Optoelectronics,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,PHY2005,Introduction to Nanotechnology,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,PHY2006,Solar Photovoltaics : Fundamentals and Technologies,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,STS3006,Basic Competitive Coding - I,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,STS3007,Advanced Competitive Coding - I,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,STS4005,Basic Competitive Coding - II,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,STS4006,Advanced Competitive Coding - II,TH,3,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,SWE2008,Object Oriented Analysis and Design,ETL,4,
University Elective Basket,University Elective Basket of B.Tech. CSE - 2021,TEC4001,Technical Writing and Presentation,PJT,1,
